indice,text,repostCount,replyCount,link,image,createdAt,depressive
2236,"I spoke with @SFreedenthal about her new book, ""Loving Someone With Suicidal Thoughts"" for Episode 132. As always, Stacey brings deep insight and no BS to her work. We talk about creating support teams, feeling manipulated, and more. New transcript! ...",0,1,0,0,2023-03-13T15:15:31Z,0
1876,"Honestly the past few days I've been really worried about the future. I know what I'm like now and I don't wanna end up in a bad place which is a lot easier without a strong social support network, and I also fear financial issues. I don't have suicidal thoughts at the moment and I think life",0,1,0,0,2024-03-09T22:52:47.252Z,0
1349,nan,1,1,0,1,2023-11-11T19:56:36.425Z,0
1011,"r - fucking nuts
i - fucking crazy
p - kinky
l - unbelievably great in bed
e - great in bed
y - best gf ever

look if this doesn’t spell a good time for you i don’t know what your fucking problem is",1,0,0,1,2024-03-09T18:52:38.064Z,0
1306,"So I'm here in Colorado
Peace does not run short
Living the freedom that I was made for
Yes I am unfinished
Yes I am not done
Still it's up here in the mountains
I defined my home

Colorado by Chappy

Photo from where I grew up. Although I live in different mountains now this verse still resonates.",7,2,0,0,2025-02-26T03:56:06.937Z,0
2213,"“Sit on me please, I don’t need air”

I wish you had better communication skills….

Show of wallets, who knows how to say hello?

You can send now if your name starts with A B C D E F G H I J K L M N O P Q R S T U V W X Y Z 🤭

Don’t ask, just send. Note your @ if you wanna play loser

#domme #sub",6,0,0,0,2025-02-04T15:23:12.884Z,0
254,feeling so overstimulated by everything including my feelings i wanna kms,0,2,0,0,2024-12-31T01:55:03.876Z,1
2644,https://www.independent.co.uk/life-style/women/contraceptive-pill-bbc-documentary-horizon-mental-health-depression-anxiety-suicidal-thoughts-zoe-williams-a8645151.html,0,1,1,0,2020-10-08T08:44:46Z,0
280,my old HS friends chat has two white cishet guys in it talking about how cool it is it’s so easy to make money off meme trump cryptocurrencies right now like one based off the squirrel and i told them they’re making me wanna kms and they stopped lol idc anymore,2,2,0,0,2024-11-23T01:26:46.120Z,0
2658,I don't even wanna entertain the idea but now I'm ALL the way pissed off like HOW?? WHAT DID SHE DO??? APPEAR AT THE TIME HE WAS ABOUT TO DIE?? SHE JUST WANTED TO FUCKING SEE HIM AGAIN. IT IS NOT HER FAULT.,0,1,0,0,2024-10-26T15:46:40.246Z,0
2314,i can't believe i went a whole year without suicidal thoughts and now im back in the saddle again,0,1,0,0,2024-07-01T18:29:15.744Z,0
2268,"FXXk waning from X about my suicidal thought post!

If I could solve it by consulting with a specialist or friends, I wouldn't be posting about my suicidal thoughts on social media, and if I was going to act on it, I would have done it a long time ago.",0,0,0,0,2025-01-20T14:24:07.231Z,0
794,"I feel that way too. Aside from maybe one or two people, I feel like no-one would notice if I just disappeared.

That thought has led me down very dark paths in the past, ones that I'm still scarred by.",0,1,0,0,2023-10-27T13:32:45.218Z,0
3313,"Question for all the G'raha lovers..

Is this how it happened for y'all?

1 - Oh. This cat's cute. I wanna know more about him.
2 - I really like his personality. 
3 - And his voice.
4 - Okay. He's my favorite NPC now.
5 - I would die for him.
6 - I need to have my OC destroy your fucking pelvis",0,4,0,0,2024-11-16T17:22:08.102Z,0
2636,Politics is our lives now. That's what happens when a fascist gets in power- everything becomes about that because he's trying to kill us. I'm sorry that's exhausting but I don't wanna die because you're too tired to fight.,1,1,0,0,2025-01-25T06:57:56.422Z,0
873,"I don't hide how tired I am in my videos, but I mask my depressive episodes as much as is physically possible. Making Let's Play videos is my happy place, most of the time, and it takes a massive effort to ignore this unreasonable feeling of being overwhelmed and make myself enjoy something.",0,1,0,0,2024-11-29T21:06:28.917Z,0
2878,"the people acting like democrats couldnt have fought harder is kinda weird. like why is the hill you wanna die on the ""demanding more of liberals will just make the right win"" hill?",0,0,0,0,2023-09-24T18:32:45.828Z,0
1112,nan,5,1,0,1,2024-05-12T07:21:36.237Z,0
2250,"""Identifying the mental health burden in ME/CFS patients in Switzerland: A pilot study""

Link in image:
www.sciencedirect.com/science/arti...

From American #MyalgicEncephalomyelitis and #ChronicFatigueSyndrome Society (AMMES) July
e-newsletter

#MEcfs #CFS #PwME",2,0,0,1,2024-07-08T00:18:37.789Z,0
1407,"Clear as mud. 
I wish ‘clear on that’ could disappear from our vernacular. Especially now!",0,0,0,0,2025-01-31T00:22:29.727Z,0
1831,"Sorry for all the emotional whiplash on here lately xwx it's been a hell of a roller coaster ride for me the past few weeks. It's just really fucking hard to focus on the positive when I know they won't be around anymore... I have some really amazing support now, and I know I'll be okay eventually.",0,0,0,0,2024-11-19T00:37:29.703Z,0
1789,"Still feeling pretty bad about the election but hope yall are doing okay out there and holding up as best you can. Whenever I have more time and less exhaustion I'll be back to my usual anime/gameposting, honestly I think I need it eventually and hopefully it might help some of you too",0,3,0,0,2024-11-07T06:52:23.791Z,0
1557,"elf gf puts you in chastity and isn't happy when you ask to cum only a month later

""Honestly, you humans are *so* impatient! You know, *I* went a decade without cumming once, it wasn't even that bad. Don't worry sweetie, I can teach you. A month will feel like nothing by the time we're done~""",6,1,0,0,2025-01-06T07:42:50.396Z,0
2592,🎵 maybe I just wanna fly wanna live don’t wanna die 🎵,0,0,1,0,2024-11-23T19:09:44.157Z,0
1464,Just saw my ex while swiping through bumble. Imma kms.,0,0,0,0,2024-12-23T08:19:04.221Z,0
697,"Uh, I'm alive. Everyone knows what happened recently, it knocked me a little bit. I won't pretend to know anything about politics. I just want all wars to stop and everything to be fine, but our world is being run by old bastards, so... Idk",0,1,0,0,2024-11-07T22:07:09.471Z,0
986,Why are cats like this 😭😭😭my childhood cat used to poop on my stuff if I was gone for more than 24 hours at a time,0,0,0,0,2025-01-13T13:08:49.564Z,0
2599,no really it's all about his struggles with suicidal thoughts,0,2,0,0,2024-12-28T01:15:08.045Z,0
1265,"DO YOU WANT ME TO DIE?????? THATS SO KIYAMACORE........

they never ever get to be themselves, they never get to experience love until AFTER all the horrors..... kiyama you need therapy",0,1,0,0,2025-01-17T08:13:47.215Z,0
1842,"Seeing people tell creators they wont go anywheres will always get under my skin

In highschool I bought my first mic and someone I knew told me there was no point and I should give up. And that hurt lol

Dont give up. Sing, dance, play your hearts out and bring your own brilliance into the world",18,2,0,0,2025-02-26T17:11:09.000Z,0
692,"When we're down by one in a CL knockout game at home and we get a corner late>> 

It'll be so intense. Defence will be rightfully terrified

I just wish the Emirates added more to the intensity. It's not near as good as it should be

I've been just once so I can't really say much. But it was p dead",0,0,0,0,2024-12-05T08:56:36.446Z,0
493,The incredible burden of oversized cock,0,0,0,0,2025-01-27T14:01:43.979Z,0
1026,"I still have slots available for these for $20, if youre interested, check out this form! 
docs.google.com/forms/d/e/1F...",0,0,0,0,2023-08-22T19:20:57.078Z,0
2842,"Well, geeze, so-called “normal” people don’t even have suicidal thoughts. WTAF do they know about it?! 🤬🤬🤬",0,0,0,0,2024-12-07T14:44:15.140Z,0
719,"Jayce is all feral and on a suicidal mission, only for Vander to scruff him.

 A lot of growling from Jayce and attempting to bite his hands. nothing can stop Vander from reigning him back. He’ll put a heavy hand if he needs to, calming down the feral pup!",1,1,0,0,2025-02-28T03:51:45.911Z,0
1221,I've only done a couple so far but I'm trying to build some routine. I'd like to stay active and be stronger. I'm puny.,0,0,0,0,2024-03-05T04:36:06.466Z,0
12,"I'm basically non-functional without adderall (not to mention how it helps my anxiety) and my depression is... manageable with an SSRI. 

I've struggled hard with suicidal thoughts and self-harming and for the first time I'm not okay but I'm better than I was. 

Fuck this fucking ghoul.",0,0,1,0,2024-11-14T23:43:55.721Z,0
2409,"Kirsty Eaton: Welcome to Proper Mental episode 94 with Kirsty Eaton, who is the founder of Reach Out for Mental Health,


Reach Out are a charity that supports individuals who experience suicidal thoughts and provides a safe, confidential and non-clinical space for you to talk to a… @Propermentalpod",0,0,1,0,2024-12-27T04:21:34Z,0
2329,"5th day not cutting, im getting constant suicidal thoughts, i still cant cut cause i have no money to buy a new knife",0,0,0,0,2024-11-08T11:06:50.125Z,0
2192,When you start any mental health treatment and they ask you if you had any suicidal thoughts or attempts.. And then give you tips and numbers to call and i feel like they want to seed it.,0,1,1,0,2024-06-27T15:49:06.132Z,0
854,"Do you regret it now? Not ascending?'
'Regret not becoming the most powerful vampire in existence? Absolutely.' Astarion chuckled.
'You'd have been insufferable.'
'Maybe, but I would also have been fabulous. Can you imagine?'
'Only too well.' 

archiveofourown.org/works/564312...",2,0,0,1,2024-10-20T10:04:42.884Z,0
403,I literally hate these MAGA people. I have resisted hating anyone my whole life but this just feels right.,1,0,0,0,2025-01-02T17:26:07.230Z,0
1376,"I was extremely blessed to have my mom fly up and help me out for the first week of my top surgery recovery. She just left to catch her flight home and I already miss her. I hate living so far from her, but I’m essentially not welcome in the state she lives in.",0,0,0,0,2025-01-25T00:46:10.850Z,0
1994,ive been having really heavy ŝû!cîdãļ thoughts and general feelings of worthlessness and im just on edge since friday and i KNOWWWW it's bcs my periods coming but what the fuck do i even do to combat them 😭😭😭,0,2,0,0,2025-02-25T13:58:55.945Z,1
678,"Rebel Moon 2 is about two weeks away? Sign me up for a big dumb good time. The first one was bad but it was fun, reminding me of the Snyder I like (Sucker Punch, Dawn of the Dead). Wish they’d cast Katy O’Brian instead of Boutella (who did a good job) but otherwise let’s gorge on junk food again",0,0,0,0,2024-04-07T01:04:32.185Z,0
2176,"And then I got off progesterone an my suicidal thoughts decreased 
And I tried e, but it didn't help much 
T though? Like, almost no pmdd. I might take a half day to be extremely depressed, it used to be several days of pain.",0,1,0,0,2024-06-08T05:51:07.565Z,0
578,"I wrote this uptempo song about depression back in 2001. I love juxtaposition. Plus it’s a great 50 cent word lol. We did a new version for our Collected Works Volume 1 album. 
open.spotify.com/track/05M2U5...",1,0,1,0,2025-02-24T18:33:50.616Z,0
105,"im getting those inspirational shorts on youtube like how brett would scroll nd find on his facebook nd force me to watch on repeat . el oh el man that shit made me wanna die bc a lot of it was abt a couple getting thru anything nd what were we ""getting thru""? domestic violence????? mannnnn fuck",0,0,0,0,2024-11-17T00:30:09.924Z,0
2542,"tw - suicidal thoughts + general venting

i will never be enough - not enough for my family not enough for my friends not enough for my job never and especially not enough for my girlfriend

so what if i just tried to kms.. haha jk unless??",1,0,0,0,2024-12-03T02:35:58.618Z,1
2302,Alt text retrieved,0,0,0,1,2025-02-15T10:32:00.019Z,0
2831,i kinda hope no one follows my bluesky so I can keep using it to scream my suicidal thoughts into the void,0,0,0,0,2024-02-06T23:35:45.452Z,0
503,Godddddd I wish we could have private accounts on here I've got some wild depression posting to do,0,5,0,0,2025-02-27T22:04:27.697Z,0
606,Wrote something for when I finally restart blogging or do a newsletter or just might pitch it elsewhere because I hate writing on a phone and can't imagine myself doing it every week.,0,0,0,0,2024-09-09T03:33:58.958Z,0
1365,I'm sure you know how you would react if somebody else said they were a burden! The same goes for you,0,1,0,0,2024-11-04T23:05:58.141Z,0
1431,Well I guess I stop tweeting and go ahead and start deleting tweets one or so threads at a time as I have the ability. It's really annoying going that route because the threads break up and the tweets disappear. Wish you could just delete in-app,0,0,0,0,2023-10-07T18:25:18.595Z,0
158,"Friday and again alone in the office 🧑🏼‍💻🥵
@ma-queue.com #MaQueue @purelygayporn.bsky.social @puphawaii.bsky.social @xxxmenpt.bsky.social",8,3,0,0,2025-02-28T05:35:41.071Z,0
1372,"I'm 42 years old. This country won't be un-fucked in my lifetime. Maybe not my theoretical grandkids' lifetimes, either. We're living in the kind of situation that will take 100 years or more to fix. How's that for depressing?",1,5,0,0,2025-02-08T21:47:18.706Z,0
313,Nobody reminded me that menthols are illegal in California and I wanna kms,1,3,0,0,2025-01-15T19:36:40.602Z,0
1482,"I wish I could say it was a bug, I'm at least a dailystory player

...I just wish khali didn't disappear in some of their animations so I can look at the kitty more =w=",0,1,0,0,2025-02-01T20:48:43.991Z,0
622,I wish I was a dead body on the 101,0,0,0,0,2024-10-07T02:48:29.142Z,1
2502,"Corny things are the way I distract myself from suicidal thoughts, but I've been doing it for too long, which makes my brain associate them together. Now my corny feelings and suicidal thoughts come together, and that's so annoying because if I let the corny feelings out all it left is the bad stuff",0,0,0,0,2024-12-04T05:03:43.586Z,1
1332,"Maybe I’m not living on Planet Reality, but shouldn’t the US president have more pressing things to do than bribe his way to chairing arts boards? Glad I’ve already experienced the Kennedy Center because I’m sure as hell never going back - especially when it is renamed.",0,1,0,0,2025-02-12T22:05:47.854Z,0
2000,Received an email that starting next week DoD civilians are required to send weekly 5 things I did reports. FML,13,16,0,0,2025-02-28T21:39:37.108Z,0
1245,"Happy Labor Day.

(Poem is Absalom, from The Book of the Dead, by Muriel Rukeyser)",0,0,0,1,2024-09-02T17:48:07.169Z,0
370,the spam comments on IG are absolutely wild,0,1,0,1,2023-09-02T14:12:31.836Z,0
1094,"""S-So, uh... I found out t-that E-E-Endermen don't move if you d-don't stop l-l-looking at them!

S-So that's c-c-cool!""",4,0,0,0,2024-11-18T18:26:59.597Z,0
1021,"4/4 This letter is posted on T H R E A D S, which is (by design) a place almost completely lacking in bots and trolls. I recommend that everyone check it out ASAP.👍📲😊

Also consider those you know who voted for a monster, and if that choice might need a well-worded letter.✉️👀",0,1,0,0,2024-11-09T14:17:14Z,0
2749,Since I wanna have functional alpha to get info from players during test what works and what isn't. Don't want janky game that will die on first days. But wanna have game that sells 10k copies so could make something really interesting like FPS or open world driving game,0,1,0,0,2024-10-18T18:11:16.800Z,0
1039,I dont think Ive truly hated a person in my entire life. That has changed. Him I hate. Fuck Him. Fuck what he stands for. Fuck what he is doing to our country. Fuck what he is doing to people.,0,1,0,0,2025-02-28T20:36:39.880Z,0
922,I know my misery is pointless bc nothing is likely to change about my life in a long while and the sooner I accept things as they are the better but I simply can’t so I won’t.,0,1,0,0,2024-11-25T04:50:23.735Z,0
1563,The fact is that person was not apart of that conversation it had nothing to do with them frankly for me I don't give a shit how other people feel about a conversation I'm having with someone else you can disagree or agree but don't fucking blast ppl on another app just to create drama 🤷🏽,0,0,0,0,2024-09-11T17:50:42.916Z,0
440,"If you're not generating revenue for capitalists, you're a public burden and nothing more. Not a person. Not a parent. Not a loved one. Not a human being. Not a fellow manifestation of God in physical form. You're a drain on resources. That's it.",23,0,0,0,2025-02-27T02:23:21.947Z,0
1503,"participated in the zszbang and got the first part of my fic posted! say hi to my zs princess bride au ✨

shout out to the bang mods, my artist duo @/SaKo801BL and beta @/_hirumas for cheerleading me and supporting me through the process 🫶

#zosan, 10k, part 1/3

archiveofourown.org/works/60483709",15,1,0,1,2024-11-11T08:29:31.047Z,0
1995,"i randomly messaged an old coworker. he was a driven guy, so ready to do what it took for his kid and his ambitions. he's been houseless for almost a year. he called himself a bum. mentioned su*cidal thoughts.
I never would have imagined him ending up like this. i tried to",0,1,0,0,2024-12-20T06:35:00.082Z,0
76,As someone who has pulled a lot of overtime over the years let me just say 60 hours at work is when the suicidal thoughts really start to hit hard. This guy is a twat.,0,1,0,1,2025-02-28T23:19:13.568Z,0
1960,"if there is a next friends of jimbo update, it would be cool if it was more focused on the niche titles. i have actively gone out and bought games like vampire survivors due to learning about them through their inclusion in balatro and it would be nice to find some smaller games like that",0,1,0,0,2025-02-27T19:59:40.850Z,0
777,"Yuuji: C’mon back up on it. I know you want more, princess

Sukuna, looking back with tears in his eyes: Stop calling me that, brat! Just keep moving…*hic* p-please?

Yuuji, having just heard Sukuna say please for the first time in his life: DONT WORRY IM GONNA DO EVERYTHING I WILL GO TO WAR FOR YOU",1,0,0,0,2025-02-09T17:44:39.560Z,0
166,"It was obviously premeditated.  The only thing good to come out of it is that Europe now knows that the US is compromised, and they will have to go it alone.",8,1,0,0,2025-02-28T22:09:51.490Z,0
1254,"I hate who I've become. 
How did this happen to me?
Will this suffering ever end?
Will anything ever be okay?
Can I be fixed?
Or is death my destiny?
Where is my path?
Where do I need to go?
Can I escape this?
I hope that someday...",0,0,0,0,2024-09-05T05:41:21.621Z,0
3152,"you're too mean, i don't like you, fuck you anyway... you make me wanna die",0,0,0,0,2024-09-29T21:16:40.229Z,0
451,"Soooo, this pup got a bit too excited last night and was up till 5am with the zoomies (aka masturbating, watching porn and showing off on cam). I'm so tired! 😪😪😪... But still... Peek-a-boo! 🐶 #bcnpupplay #pupplay #bcngay",0,0,0,0,2025-02-23T11:15:57.045Z,0
1187,This fits into Tate's need to fill the empty void inside himself with other people's suffering. I do believe that he is unable to feel pleasure or happiness.,0,0,0,0,2024-09-04T21:15:16.060Z,0
459,"I wanted to say something about getting tired of youtubers playing low effort asset flips full of AI garbage that are clearly youtuber bait

But then i remember Vinny playing high school teacher simulator so maybe i'm not that entirely honest",3,6,0,0,2025-02-21T15:19:35.819Z,0
1956,when i move out and live in an apartment i will probably wear diapers a lot more. it’s just my family doesn’t trust me living alone due to being disabled and having disorders that make me prone to self harm and suicidal thoughts,0,1,0,0,2025-02-26T17:35:11.101Z,1
2211,Surge in identity crime victims reporting suicidal thoughts,0,0,1,0,2023-08-23T18:14:42.248Z,0
702,"""People get the wrong idea about me, they think I'm depressed and I wish I was dead, I'm not depressed, I wish that you were all dead.""
🤣",0,0,0,0,2025-01-13T03:58:23.862Z,0
2557,"Mind Vomit, Saira-Jayne Jones

‘This represents the daily conversation within my mind. Anxious thoughts, depressive thoughts, sub-thoughts, thoughts about the thoughts, a constant critical commentary and a tornado of darkness, numbness and complete inner turmoil.’

Photograph: Perspective Project",0,0,0,0,2024-10-14T13:21:43.508Z,0
2810,"Cos at a certain point, nonwestern countries will develop, just like China have. The material conditions of their people will get better, and they won't be so quick to wanna immigrate to western countries. The seeds are already being sown in Africa. The older generation of politicians will die out.",0,1,0,0,2025-02-24T12:58:16.288Z,0
3123,Wind chill got me “feels like” i wanna die,0,1,0,0,2025-01-21T13:40:41.158Z,0
2427,"Help is available if you or someone you know is struggling with suicidal thoughts or mental health matters. Call or text 988, the Suicide & Crisis Lifeline.",29,10,0,0,2025-02-19T21:29:10.688Z,0
586,I hate that I'm always insecure on the inside and struggle with myself all the time.,0,0,0,0,2024-11-26T17:07:03.402Z,1
1327,Tell me why the u.s government thinks only raising ssi disability by 20 something dollars every year is actually gonna help when my income is gone by second week of month or first then I’m a burden to everyone around me . For Christ sake this is why I’m always stressed,0,0,0,0,2024-12-21T20:23:33.636Z,0
3097,my kitty does this thing where he sucks on a blanket and i just wanna die from how much i love him,1,0,0,0,2023-10-01T05:23:54.486Z,0
349,Still thinking about the delivery girl that complimented my hair on Friday. She was literally my TYPE I will never see her again I hate my life,0,0,0,0,2024-10-28T01:30:08.295Z,0
1098,"Hi guys!! @empyreanstairway.bsky.social, @thewindmill.bsky.social, and I are doing a little survey to determine correlation between a cognitive function and gaming skills!! We'd really appreciate if you took our survey and answered as honestly as possible 🙏
docs.google.com/forms/d/e/1F...",5,4,1,0,2025-01-14T04:04:21.225Z,0
2462,"I was diagnosed as a child, ignored it (my parents and doctor both thought it was hogwash) and then diagnosed again as an adult, and then Adderall fixed the depression that the depression meds didn't touch. I haven't had a brain scan, but I enjoy not falling into 20-hour focus holes.",0,0,0,0,2024-04-07T18:01:22.010Z,0
2567,"And outside of the blatant misogynoir around her, the biggest issue I have in the reaction is that SHE APOLOGIZED. She went to therapy, she had suicidal thoughts, she was unwell. I thought a good amount of what we do is getting our people to learn from their mistakes? Well, she did.",1,1,0,0,2025-01-21T22:47:24.010Z,0
1023,"I’m numb at this point. 
Welcome.",0,0,1,0,2025-01-19T13:10:20.255Z,0
1476,"they say these are the golden years 
but I wish that I could disappear",0,0,0,0,2025-01-30T05:40:02.44858100Z,0
528,"Well, that didn't wear well.",18,8,0,1,2025-02-27T17:23:10.562Z,0
1450,"the producer at the studio i’m
working for is a REAL ONE. she called to ask if i was okay after i mistakenly sent her a text meant (AS A JOKE) for a friend saying “imma fuckin KMS myself!!” 😂 i have never felt so embarrassed, and touched.",0,1,0,0,2024-12-10T04:29:09.370Z,0
91,"More cops behaving badly, via @nypost.bsky.social ‘ex-girlfriend was involuntarily committed for five days and did not display any suicidal thoughts during that time, according to medical personnel...' cc @radleybalko.bsky.social nypost.com/2023/09/24/p...",11,0,1,0,2023-09-25T12:57:44.806Z,0
2428,"Like deep in my heart that’s one of the many images I aspire to but the cultural climate is not inspiring it
No I have not been diagnosed with seasonal depression",0,1,0,0,2024-12-28T00:26:47.154Z,0
1481,"I wish I could just disappear far away, to some other world, some Otherside, where I can't burden anyone here anymore, just run away, and start over....",0,0,0,0,2024-03-23T01:00:11.627Z,0
661,"Made egg fried rice tonight and it was so good that I had to go back and make another batch and anyway I'm 90% egg fried rice now, wish I was dead, and would absolutely do it all again.",0,0,0,0,2023-09-04T03:15:05.427Z,0
781,"Last week I went to Abel Tasman to walk the coastal track (5 days, 4 nights tenting) and accidentally timed everything PERFECTLY regarding weather and tides. What a gorgeous NZ playground this is.

My first night was at the Mutton Cove campsite.",0,1,0,1,2025-02-11T06:10:59.573Z,0
1412,One day imma kms and it's going to be the best day of my life and the worst decision of my life.,0,0,0,0,2024-12-03T08:43:40.124Z,1
369,"I hate that I feel that if I don’t disclose 3+ years of intense trauma to anyone I care about and want to be a more important part of my life, I feel like I’m tricking them or being dishonest. 

I want to not feel like I HAVE to relive it all with every single person I like.",1,1,0,0,2023-10-12T19:06:19.038Z,0
374,"I admit that I hate talking on the phone, but that's mostly from the 5+ years of answering 911 calls and anxiety that has given me for the rest of my life.",0,1,0,0,2024-04-07T01:00:56.995Z,0
1574,If it makes you feel any better I post literally nothing interesting.  😂,0,1,0,0,2025-01-29T14:52:06.833Z,0
9,"wow i didn't know this meme came from a short film, it's actually quite good 

cw: may be sensitive to those who have experienced suicidal thoughts 

vimeo.com/117371025",0,0,1,0,2024-12-10T20:42:16.377Z,0
1017,"One of my faves dropped off my roster so I have a spot open for a new good boy. 

Even better if I can get a finsub to play with today because I am 

✨B O R E D✨",0,0,0,0,2025-01-13T18:46:06.224Z,0
1078,"Ah...i'm just disappointed to the point of giving all & devote my life to my own fanarts for it....that's really enough....i hate of waiting become like Merlin himself one with the rocks is not really a bad idea 🥰

*lost her mind*",0,0,0,0,2024-04-11T17:45:47.570Z,0
3258,"
“Buy low, sell high
You get rich & you still die
Money talks, people jump
Ask how high low life Donald what's his name
& who cares?
I don't wanna know what his girlfriend doesn't wear
Its a shame that the people at work
Wanna hear about this kind of jerk”https://www.youtube.com/watch?v=Q3IzKJV28sE",0,0,0,0,2025-01-20T20:50:23.367Z,0
1037,"Me: I'm an artist and a fic writer

what I provide: tweets about how i hate my work life that is seeping the energy out of me",0,2,0,0,2025-02-26T22:28:01.318Z,0
2636,"I spoke with @SFreedenthal about her new book, ""Loving Someone With Suicidal Thoughts"" for Episode 132. As always, Stacey brings deep insight and no BS to her work. We talk about creating support teams, feeling manipulated, and more. New transcript! ...",0,1,0,0,2023-06-04T15:15:33Z,0
1631,‘Who’s the koala and who’s the tree’ what if I killed myself,0,0,0,0,2024-12-07T02:52:07.488Z,0
1304,"Do it because that experience has scarred me in ways I'm still figuring out and I don't want other folks going through that.  

light up phones.  Make RFK's life a living fucking hell.  Do not let them rest.  The point is to exhaust us.  So I advise exhausting them.",22,2,0,0,2025-02-27T02:59:40.100Z,0
2614,i wanna see .hack before i die,1,0,0,0,2025-02-13T01:03:22.045Z,0
976,I don’t see half of my moots anymore.. I’ve even gone to check if maybe they’ve blocked me bc it was weird not to see them posting 😭,0,0,0,0,2024-11-21T21:02:30.120Z,0
136,"Chile! I think I wanna go on a cabin trip for spring break. I’m so single, I might get kidnapped tho or die trying🤓",1,3,1,0,2025-01-29T00:32:36.942Z,0
1689,"CastleVania: Portrait of Ruin is going well.  I seem to have averted the bad ending and am now down to the grouping of four individual portraits.  Since I'm playing blind, I'm doing a quick Owl Morph sweep to be sure I caught everything.  Castle done, only portraits left.  Shouldn't be too long.",0,0,0,0,2025-02-04T02:47:14.258Z,0
1503,"I feel no shame. I didn't inflict Trump on anyone. I've been pounding the drum unceasingly since 2016. I was raised by a man with a TBI. Trump mimics anti-social symptoms, scary AF. I took on shame that didn't belong to me. Not making that mistake again. Take heart resisters, we're NOTHING like him.",5,0,0,0,2025-02-28T20:03:14.598Z,0
882,"Blaming the government is pointless, they will do what they do regardless and the previous lot showed they will do so without accountability. 

Serve? That's some servant quarters he lives in. He's never served in his life. 

This isn't an either or situation, they're both useless.",0,0,0,0,2024-11-18T13:02:10.666Z,0
476,Really important point! With fake citations sometimes that time burden falls on library staff fielding inter-library loan requests for articles that don't exist.,1,0,0,0,2025-02-19T15:48:20.515Z,0
1361,"Oh I'm so here for the true founding story!
A bunch of wealthy landowning slavery enthusiasts/tax scofflaws, forced conscripted poor working class people into fighting a war that needn't be fought to relieve them of their tax burden. 
Each of them should have been executed. There will be a quiz",0,1,0,0,2025-01-30T02:22:25.117Z,0
2457,"Diagnosed w/ ASD Level 1, this was really interesting to see XD I'm not at all shocked by the complete lack of aggression, though, I'm just Not like that",0,0,0,1,2024-12-26T01:42:50.542Z,0
1371,I’m one of those people who can’t work out where I stand on this debate. I see and understand the arguments on both sides but killing another human being because they are terminally ill is a massive step and a great psychological burden for all those involved.,0,0,0,0,2025-02-18T11:51:17.153Z,0
2342,No time for suicidal thoughts when you refuse to die as a bitch ass mf,4,0,0,0,2023-09-08T22:49:45.723Z,0
3355,"ooh this one looks cute. 

also ive see  some that are kinda neat but they add in stuff like ""your family will die if you fail at the store"" or ""you have bills that are super scary and will ruin your life"" and like im not looking for that experience i just wanna build a cute store.",0,1,0,0,2024-07-11T22:12:01.562Z,0
787,#Suicidal ideation often present for a long time; smaller percent act with varying severity; mass screening can address risk base population #SharedFacts,0,0,0,0,2022-03-15T17:25:00Z,0
3146,♪ make me wanna die,0,0,1,0,2023-12-02T18:13:13.688Z,0
717,"Everything we do as a team is funded by me until we do these campaigns, and I’m lucky enough that I don’t need to make back all of the costs on KS to keep going, but I just want everyone to know that this is one of them labors of love, because I can’t stop myself from making things I want to exist.",0,1,0,0,2025-01-08T00:10:55.667Z,0
371,"Science works. It is not perfect. It can be misused. It is only a tool. But it is by far the best tool we have, self-correcting, ongoing, applicable to everything. It has 2 rules. 
1st : there are no sacred truths; 
all assumptions must be critically examined; arguments from authority are worthless.",0,1,0,0,2025-01-28T20:31:21.528Z,0
2119,"I spoke with @SFreedenthal about her new book, ""Loving Someone With Suicidal Thoughts"" for Episode 132. As always, Stacey brings deep insight and no BS to her work. We talk about creating support teams, feeling manipulated, and more. New transcript! ...",0,1,0,0,2023-06-27T15:15:16Z,0
511,"“The test of our progress is not whether we add more to the abundance of those who have much; it is whether we provide enough for those who have too little.”
~ Franklin D Roosevelt:
Democratic Socialist President, re-elected 3 times, whose New Deal kept capitalism alive during the Great Depression.",27,2,0,0,2025-02-28T04:54:26.472Z,0
1117,ironically i hate myself too much to end my life. feels like i don't deserve that mercy,0,0,0,0,2025-01-19T06:52:31.966Z,1
776,"lol, weirdly enough, a thought similar to this is what cured my suicidal ideation; there are people who want us dead, and if we kill ourselves, that's giving them what they want, so the most rebellious thing to do is to continue to live, in a direct affront to their perverse desires",2,0,0,0,2024-04-12T22:25:34.382Z,0
260,I very very wanna kms right now 😐,0,1,0,0,2025-02-16T01:03:12.402Z,0
2064,"Not being addicted to suicidal thoughts needs to stop, RFKjrs getting rid of the antidepressants is foundational to ending the people's dependency on surviving depression. The need to avoid crowded spaces has doubled! Yay.",0,0,0,0,2025-02-15T18:25:23.200Z,0
2706,maybe Mickey shouldn't have easy access to firearms,0,0,0,1,2024-10-07T21:52:00.416Z,0
1225,"I fucking hate my life and I can’t change that.
I have no one else to go to.
I hate who I’ve become.
I’m not getting anywhere in life.
So that’s where I’ll leave it.",0,0,0,0,2024-01-29T01:02:38.299Z,1
44,oh my god i’m gonna kms i don’t wanna read this scene 😭😭😭😭😭,0,1,0,0,2024-11-23T00:23:49.588Z,0
